,id,keywords
7765,16661,['silent film']
7766,80708,[]
7767,76516,[]
7768,33441,"['android', 'giant robot', 'scientist', 'amusement park']"
7769,47819,[]
7770,21793,['woman director']
7771,18712,['sergeant']
7772,831,"['mutant', 'georgia', 'space travel', 'spaceship', 'alien', 'scientist']"
7773,10484,"['father son relationship', 'lover', 'family conflict']"
7774,37658,"['africa', 'epic', 'love', 'debt', 'orphan']"
7775,26516,[]
7776,110598,[]
7777,44388,[]
7778,10573,"['rape', 'pregnancy and birth', 'pregnant minor']"
7779,113290,[]
7780,26451,['giallo']
7781,111605,['woman director']
7782,54568,['small town']
7783,28571,"['love', 'wealth', 'money']"
7784,27686,[]
7785,123665,[]
7786,43336,[]
7787,62000,"['rape', 'small town', 'deaf']"
7788,9372,['health']
7789,41495,"['district attorney', 'film noir']"
7790,52362,"['slum', 'cancer']"
7791,662,"['airport', 'museum', 'time travel', 'short']"
7792,41799,['singer']
7793,49633,"['crucifixion', 'epic', 'silent film']"
7794,43805,"['fort', 'native american']"
7795,16559,['attic']
7796,44695,"['group sex', 'biker', 'motor sport', 'independent film']"
7797,31217,"['japan', 'fascism', 'world war ii', 'escape from prison', 'snow', 'soldier']"
7798,8341,"['buddhism', 'buddhist monk']"
7799,36488,[]
7800,19414,"['professor', 'play', 'critic', 'theater']"
7801,60595,[]
7802,15794,"['prison', 'psychopath', 'heist', 'on the run', 'shootout', 'train', 'gangster', 'killer', 'mother son relationship', 'film noir']"
7803,13188,"['based on novel', 'greed', 'victorian england']"
7804,12651,"['world war ii', 'bomber', 'mission', 'soldier']"
7805,886,['poker']
7806,9791,"['guitar', 'strike']"
7807,27554,"['drug addict', 'love']"
7808,26973,"['photograph', 'brothel', 'virgin']"
7809,38582,"['godzilla', 'tokusatsu', 'robot', 'kaiju']"
7810,9542,"['paranoia', 'highway', 'sadism', 'car crash']"
7811,17820,"['music', 'interracial relationship', 'riverboat']"
7812,26175,['robin hood']
7813,31146,['stranger']
7814,20506,[]
7815,37696,[]
7816,136,"['circus', 'clown']"
7817,47653,"['violin', 'thief', 'waiter', 'silent film', 'piano']"
7818,10970,"['screenplay', 'stuntman', 'slapstick', 'hollywood', 'silent film']"
7819,28162,"['angel', 'england', 'world war ii', 'heaven']"
7820,42812,['sailor']
7821,28159,"['bat', 'bat']"
7822,20676,"['war', 'murder', 'drug', 'neo-noir']"
7823,3019,['london england']
7824,29353,"['bar', 'con man', 'bandit']"
7825,17761,[]
7826,20277,[]
7827,10204,"['london england', 'new york', 'san francisco', 'istanbul', 'hot air balloon']"
7828,3515,['rape']
7829,9472,"['underdog', 'bank', 'bar', 'ball', 'wife', 'sport', 'love']"
7830,594,"['new york', 'airport', 'stewardess', 'jazz musician', 'friendship']"
7831,8981,"['scotland', 'father son relationship', 'letter', 'ship', 'father', 'little boy', 'independent film', 'deaf', 'woman director']"
7832,12153,"['fbi', 'buddy cop']"
7833,1944,"['beach', 'book', 'independent film', 'author', 'writer', 'summer']"
7834,11036,"['river', 'fight', 'class']"
7835,1997,"['brother brother relationship', 'chase', 'tiger', 'governor', 'archaeologist']"
7836,15237,"['music', 'hollywood', 'theater']"
7837,205481,[]
7838,11572,"['plant', 'cgi']"
7839,19096,[]
7840,72096,[]
7841,11939,"['veterinarian', 'music']"
7842,47555,"['world war ii', 'fighter pilot', 'pacific island']"
7843,24236,['student']
7844,80218,"['love', 'murder']"
7845,26520,"['sex', 'friend']"
7846,43897,"['father', 'jail']"
7847,29456,"['hotel', 'subway', 'love', 'author', 'love affair']"
7848,21386,"['holiday', 'music']"
7849,24908,[]
7850,9256,['cow']
7851,25783,[]
7852,8991,['comet']
7853,44691,[]
7854,23378,"['music', 'stage show', 'broadway']"
7855,3293,[]
7856,36947,"['professor', 'propaganda', 'media']"
7857,54028,[]
7858,17645,"['boat', 'murder', 'film noir']"
7859,10448,['island']
7860,57684,['chicago']
7861,61487,[]
7862,14365,"['sex', 'danger', 'mountain', 'love']"
7863,29383,[]
7864,10606,['time travel']
7865,42988,[]
7866,16136,"['street gang', 'hip-hop']"
7867,58669,"['independent film', 'woman director']"
7868,42407,"['southern usa', 'sheriff', 'chase']"
7869,6081,['inspector']
7870,12577,[]
7871,36561,['independent film']
7872,49814,[]
7873,13696,['gangster']
7874,44494,"['boarding school', 'dinner', 'revolt']"
7875,15484,['jazz']
7876,36672,[]
7877,2330,['taxi']
7878,2334,['santa claus']
7879,64204,['short']
7880,13398,"['holiday', 'drag queen', 'tokyo japan', 'alcohol']"
7881,2912,"['vietnam veteran', 'butcher', 'french noir']"
7882,701,"['dog', 'family feud']"
7883,10631,[]
7884,43466,['farmer']
7885,2202,"['scotland', 'dog', 'journey']"
7886,76076,['saloon']
7887,10780,"['amnesia', 'yacht', 'son']"
7888,3484,"['sword', 'mask', 'grave']"
7889,19590,"['small town', 'indiana', 'music']"
7890,23724,['fashion model']
7891,26596,['saloon']
7892,44925,"['sister sister relationship', 'paranoia', 'widow', 'daughter', 'alien', 'murder', 'independent film', 'lesbian', 'true', 'maid', 'incest', 'childhood', 'woman director']"
7893,29264,"['upper class', 'sheep', 'water', 'surreal', 'mansion', 'piano']"
7894,33994,"['dying and death', 'hollywood', 'agent']"
7895,1777,['skab under tv']
7896,11584,"['firemen', 'student']"
7897,9901,['hacker']
7898,202475,[]
7899,26811,[]
7900,38631,[]
7901,54022,['independent film']
7902,23522,[]
7903,207625,"['based on novel', '1970s']"
7904,22094,['fight']
7905,161080,['independent film']
7906,11884,"['android', 'trailer park', 'fighter pilot', 'game', 'alien', '1980s']"
7907,21871,"['showdown', 'tank', 'dirty cop']"
7908,30876,"['rape', 'snake', 'gore']"
7909,558,"['sequel', 'superhero', 'doctor', 'scientist', 'death']"
7910,48732,[]
7911,80,"['journalist', 'author']"
7912,10742,"['wife husband relationship', 'ransom', 'cabin', 'forest', 'psychopath', 'love', 'pursuit', 'missing person']"
7913,9477,['king arthur']
7914,8699,"['sexism', 'misogynist']"
7915,9893,"['high school', 'teenage crush']"
7916,11247,"['cinderella', 'work', 'high school', 'orphan']"
7917,2048,"['chicago', 'based on novel', 'hero', 'law', 'dystopia', 'murder', 'robot', '3d']"
7918,436,"['new york', 'colombia', 'teacher']"
7919,61391,"['swamp', 'native american']"
7920,18643,[]
7921,67297,"['prison', 'jewish']"
7922,31948,"['based on novel', 'disaster film']"
7923,43004,"['irish', 'sailor', 'actor']"
7924,45793,"['music', 'poet', 'playwright']"
7925,46495,[]
7926,45874,['marshal']
7927,65994,"['knight', 'king arthur', 'duel']"
7928,19014,[]
7929,10754,"['prison', 'court', 'murder', 'lawyer']"
7930,30054,['two guns belt']
7931,36630,"['sex', 'wife husband relationship', 'boat', 'passion', 'louisiana', 'love', 'extramarital affair']"
7932,39770,"['alcohol', 'sex', 'magic', 'love', 'woman director']"
7933,36627,[]
7934,11897,"['river', 'settler', 'epic', 'frontier', 'outlaw', 'native american', 'riverboat']"
7935,43443,['trial']
7936,54300,[]
7937,58925,['drama']
7938,2502,"['berlin', 'assassin', 'based on novel', 'amnesia', 'sniper', 'lie', 'sequel', 'on the run', 'shootout', 'moscow', 'hand to hand combat']"
7939,314,"['sex', 'sexism', 'female protagonist']"
7940,18923,"['gay', 'based on novel', 'lgbt']"
7941,146373,[]
7942,5228,"['based on novel', 'sport', 'gym']"
7943,12206,"['victim', 'independent film', 'doctor', 'crime']"
7944,16539,"['hotel', 'fire', 'dancer', 'friendship', 'wine', 'bikini', 'maid', 'woman director']"
7945,75046,['angel']
7946,74012,[]
7947,26126,['woman director']
7948,15876,['world war ii']
7949,26300,"['fighter', 'nuclear holocaust', 'blood']"
7950,68064,[]
7951,12625,['mexico']
7952,45520,[]
7953,46767,['dark']
7954,55848,[]
7955,42525,['war']
7956,43417,"['wife husband relationship', 'sequel', 'mexican']"
7957,15244,"['prison', 'rope', 'religion', 'escaped convict', 'train']"
7958,62395,[]
7959,42737,[]
7960,47615,['graveyard']
7961,39209,"['native american', 'gunfight']"
7962,20876,[]
7963,24559,"['world war ii', 'time travel', 'alien']"
7964,78208,"['brother brother relationship', 'gay interest']"
7965,43786,"['japan', 'world war ii', 'pearl harbor', 'pacific island']"
7966,72613,[]
7967,43787,['music']
7968,27437,['playboy']
7969,40374,"['sex', 'beach', '1970s', 'small town', 'one-night stand', 'independent film', 'melodrama', 'older man younger woman relationship']"
7970,20316,[]
7971,41925,[]
7972,259389,[]
7973,22871,"['japan', 'world war ii', 'war']"
7974,37019,['scientist']
7975,18190,"['sex', 'architect', 'paranoia']"
7976,71786,[]
7977,42347,['soldier']
7978,39140,[]
7979,69903,[]
7980,219345,[]
7981,41890,"['sport', 'independent film']"
7982,27307,[]
7983,36709,"['world war ii', 'inuit']"
7984,32294,[]
7985,41463,"['shipwreck', 'deserted island']"
7986,19051,"['music', 'little girl']"
7987,43485,['music']
7988,51997,['hitman']
7989,43885,"['sister sister relationship', 'two guns belt']"
7990,112969,"['nun', 'fbi', 'murder', 'priest']"
7991,62694,['asylum']
7992,43785,"['gold', 'miner']"
7993,53287,"['slum', 'rich']"
7994,29584,"['china', 'interracial relationship', 'independent film', 'hong kong']"
7995,32644,"['god', 'male female relationship']"
7996,89482,[]
7997,1040,"['civil war', 'pastor', 'power', 'plan', 'war']"
7998,42604,['jewish']
7999,24214,[]
8000,5122,"['hollywood', 'movie star']"
8001,42469,"['monster', 'skeleton', 'mad scientist', 'independent film', 'blood', 'scientist']"
8002,119623,[]
8003,1783,"['japan', 'scotland', 'traitor', 'teacher']"
8004,10910,['dancer']
8005,17238,"['architect', 'independent film']"
8006,22156,"['mafia', 'gangster']"
8007,26814,"['music', 'broadway']"
8008,43116,[]
8009,39269,"['punk', 'independent film', 'teenage girl']"
8010,99859,[]
8011,31522,['independent film']
8012,47796,"['bar', 'pimp', 'friendship', 'thief', 'independent film', 'church', 'mother son relationship']"
8013,26893,['independent film']
8014,69035,"['cairo', 'mexico', 'bank']"
8015,73621,['woman director']
8016,22976,"['world war i', 'time travel']"
8017,55441,"['butler', 'music', 'daughter']"
8018,45608,"['based on novel', 'artist', 'hong kong']"
8019,21619,"['based on novel', 'golf', 'drifter']"
8020,9680,['iraq war']
8021,42801,"['italian', 'independent film']"
8022,12627,[]
8023,86404,[]
8024,18671,"['gun', 'classic noir', 'film noir']"
8025,17218,"['boxer', 'boxing match', 'sport', 'classic noir']"
8026,41316,['woman director']
8027,5179,"['teacher', 'school']"
8028,53198,"['italian', 'cinema', 'cult director']"
8029,65156,"['neighbor', 'gang', 'policeman']"
8030,42593,['independent film']
8031,76002,[]
8032,64868,[]
8033,52741,['sport']
8034,15081,[]
8035,21147,[]
8036,64877,[]
8037,147169,[]
8038,16703,"['cat', 'paranoia', 'hitman', 'propaganda', 'train', 'film noir']"
8039,20298,['film noir']
8040,19974,['film noir']
8041,22112,"['classic noir', 'film noir']"
8042,4201,"['mistake in person', 'plan']"
8043,39868,"['pig', 'nerd', 'satan', 'orphan']"
8044,20408,[]
8045,13580,"['cold war', 'communist', 'atheist', 'love affair', 'double cross', 'alcohol', 'gay man']"
8046,18706,[]
8047,34327,['blackmail']
8048,43013,"['sweden', 'world war ii']"
8049,38505,[]
8050,41940,"['canada', 'road trip', 'independent film', 'rock band']"
8051,20417,[]
8052,14652,[]
8053,69526,[]
8054,14462,[]
8055,14623,[]
8056,6947,"['secret', 'forest', 'blind']"
8057,401,"['new jersey', 'difficult childhood', 'marijuana', 'psychiatrist']"
8058,50247,"['independent film', 'post world war ii']"
8059,46326,['french']
8060,35780,['puppet']
8061,25361,['puppet']
8062,45522,[]
8063,23750,['dystopia']
8064,45509,[]
8065,44289,"['dream', 'road trip', 'diner', 'blood', 'drug', 'occult', 'voyeur']"
8066,25536,[]
8067,38837,[]
8068,23305,[]
8069,17768,"['virgin', 'freedom', 'slave']"
8070,27375,[]
8071,1538,"['california', 'taxi', 'assassin', 'fbi', 'hitman', 'murder', 'crime']"
8072,14846,['plan']
8073,2577,"['shanghai', 'dystopia']"
8074,52936,['independent film']
8075,46884,[]
8076,33333,[]
8077,41975,[]
8078,16606,"['anarchist', 'hooligan']"
8079,60760,['hitchcockian']
8080,11282,"['brother brother relationship', 'amsterdam', 'trip', 'road trip', 'marijuana', 'smoking marijuana', 'stoner', 'one night']"
8081,11130,[]
8082,14389,['independent film']
8083,395,"['saving the world', 'pyramid', 'alien']"
8084,11052,"['monster', 'fight', 'duel']"
8085,60015,[]
8086,23601,['independent film']
8087,10762,"['death of a friend', 'treasure hunt']"
8088,11026,"['secret', 'priest', 'good vs evil', 'devil', 'archaeologist']"
8089,18693,"['music', 'race']"
8090,45598,[]
8091,8745,['elvis presley']
8092,45335,"['musician', 'elvis presley']"
8093,18690,"['rock band', 'heiress', 'elvis presley']"
8094,7506,"['blackmail', 'elvis presley']"
8095,65596,[]
8096,36912,['con man']
8097,46081,[]
8098,40087,"['summer camp', 'bikini', 'murder', 'independent film', 'spoof', 'slasher', 'summer']"
8099,46831,[]
8100,20120,[]
8101,22543,[]
8102,44415,[]
8103,11237,"['snake', 'traitor', 'research', 'animal horror']"
8104,8080,[]
8105,14797,['wuxia']
8106,11632,"['london england', 'lover', 'aristocrat', 'woman director']"
8107,18475,[]
8108,15644,['independent film']
8109,11208,[]
8110,24079,[]
8111,16153,"['waitress', 'widow']"
8112,13559,['crush']
8113,42694,['italian american']
8114,32298,['independent film']
8115,66566,['woman director']
8116,124029,['money']
8117,42164,[]
8118,124,"['heart attack', 'dying and death', 'wife', 'war', 'lawyer']"
8119,29979,['car crash']
8120,41762,['night club']
8121,12548,['friendship']
8122,33345,"['love', 'mother daughter relationship']"
8123,19893,"['dolphin', 'boat']"
8124,42264,[]
8125,11387,"['book', 'drama']"
8126,104659,[]
8127,24924,"['halloween', 'demon']"
8128,17994,"['ax', 'ouija board', 'evil spirit']"
8129,75759,['disco']
8130,60437,"['schizophrenia', 'drama', 'sociopath']"
8131,49069,['music']
8132,31117,"['genius', 'mind control', 'good vs evil']"
8133,9759,"['bank', 'weapon']"
8134,1577,"['mutant', 'dystopia']"
8135,14198,"['con man', 'con artist']"
8136,288952,['woman director']
8137,16232,['sport']
8138,5137,"['london england', 'himalaya', 'journalist', 'killer robot', 'robot']"
8139,11823,['australia']
8140,2003,"['gay', 'sex', 'nightclub', 'blow job', 'unsimulated sex', 'woman director']"
8141,18804,[]
8142,13969,"['daughter', 'lie', 'young adult']"
8143,10145,"['loss of son', 'motel', 'grief', 'shot in the back', 'airplane crash', 'psychiatrist']"
8144,26486,[]
8145,13702,"['dancer', 'group sex', 'nymphomaniac']"
8146,1653,"['brazilian', 'communist', 'peru', 'chile', 'argentina']"
8147,747,"['flower', 'pub', 'english']"
8148,84214,"['dream', 'alcohol', 'dog']"
8149,84655,[]
8150,23627,['music']
8151,26230,[]
8152,4176,[]
8153,11177,[]
8154,43839,[]
8155,26690,['boston']
8156,35101,['pacific island']
8157,10905,"['cia', 'violin', 'agent']"
8158,18196,"['hell', 'model', 'demon']"
8159,70345,['snake']
8160,88174,"['sex', 'female protagonist', 'psychiatrist']"
8161,132422,[]
8162,42215,['cat']
8163,43105,"['mutant', 'swamp']"
8164,71140,"['journalist', 'museum', 'chase', 'cop', 'murder', 'deaf']"
8165,27816,[]
8166,27815,"['mutant', 'sequel', 'splatter']"
8167,12707,"['ship', 'whale']"
8168,43657,['independent film']
8169,43117,"['sheriff', 'spacecraft', 'paranoia', 'honeymoon', 'suspicion', 'alien life-form', 'murder', 'alien', 'husband']"
8170,47446,[]
8171,54979,"['cat', 'island', 'shipwreck', 'deserted island', 'tropical island']"
8172,42172,"['runaway', 'snuff', 'daughter', 'father']"
8173,42600,[]
8174,47825,[]
8175,62697,['fire']
8176,31655,"['baron', 'gothic']"
8177,27498,"['halloween', 'gore', 'slasher']"
8178,1492,[]
8179,8689,"['horror', 'tribe', 'south america']"
8180,10555,"['fish', 'hero', 'shark', 'woman director']"
8181,11128,[]
8182,22842,"['boxer', 'independent film', 'native american']"
8183,1599,"['sex', 'humor', 'protest', 'wife', 'independent film', 'religion', 'anger', 'husband']"
8184,14024,"['music', 'singer']"
8185,11045,[]
8186,15503,"['van', 'father']"
8187,14337,"['time travel', 'independent film']"
8188,26108,[]
8189,4380,['wife husband relationship']
8190,3989,"['cairo', 'egypt', 'shotgun', 'american dream', 'destroy', 'shipwreck']"
8191,16358,"['independent film', 'family conflict']"
8192,25313,"['painter', 'orgasm', 'wine', 'best friend', 'art']"
8193,2438,"['diva', 'song', 'alcohol', 'actor']"
8194,65550,"['louisiana', 'widow']"
8195,29445,[]
8196,11121,"['rape', 'based on novel', 'peasant', 'love', 'murder', 'independent film', 'mansion', 'english', 'farmer', 'aristocrat']"
8197,55457,"['music', 'friend']"
8198,101887,[]
8199,23739,"['sword', 'low-budget']"
8200,21241,[]
8201,3053,['professor']
8202,28356,[]
8203,12456,"['director', 'experimental film']"
8204,55047,[]
8205,28153,"['pregnant', 'devil']"
8206,18499,[]
8207,36616,['african american']
8208,13644,[]
8209,41936,['anti war']
8210,13416,"['sex', 'based on novel', 'career', 'comeback', 'sport', 'high school', 'coach', 'true', 'racism', 'drunk']"
8211,1435,"['schizophrenia', 'gay', 'usa', 'rape', 'relationship', 'family feud']"
8212,11099,"['star', 'dying and death', 'boss']"
8213,167177,[]
8214,12483,"['ex-girlfriend', 'halloween']"
8215,184530,[]
8216,18701,[]
8217,2319,"['grandfather grandson relationship', 'water']"
8218,110351,[]
8219,15566,['holiday']
8220,1970,[]
8221,8849,"['new york', 'flirt', 'lover', 'playboy']"
8222,9675,"['california', 'golf', 'oscar award', 'wine', 'stag night', 'marijuana', 'writer']"
8223,4553,['insomnia']
8224,11109,"['england', ""women's prison"", 'neighbor', 'pregnant', 'female protagonist', '1950s']"
8225,48678,[]
8226,202587,[]
8227,126148,[]
8228,16131,['independent film']
8229,9391,"['picnic', 'hot air balloon']"
8230,176,"['shotgun', 'based on short film', 'sadist', 'pistol']"
8231,1677,"['soul', '1970s', 'jazz', 'georgia', 'childhood trauma']"
8232,10740,"['loss of husband', 'friend', 'little boy', 'independent film']"
8233,66641,[]
8234,9806,"['secret', 'hero', 'island', 'wretch', 'weapon', 'superhero']"
8235,19614,['concert']
8236,12777,"['clone', 'wife husband relationship']"
8237,47959,['opera']
8238,5255,"['santa claus', 'nerd', 'faith', 'gift']"
8239,11184,"['sex', 'indiana', 'professor', 'research', 'interview', 'student']"
8240,11249,"['puppet', 'murder']"
8241,10589,[]
8242,9801,"['london england', 'thailand', 'woman director']"
8243,866,['skab under tv']
8244,4251,"['pilot', 'pakistan', 'india']"
8245,2059,"['treasure hunt', 'archaeologist']"
8246,140,"['gay', 'spain', 'madrid', 'screenplay', 'friendship', 'boarding school', 'priest', 'teacher', 'catholic']"
8247,11836,"['ocean', 'sea', 'star', 'water']"
8248,43743,['independent film']
8249,17818,['music']
8250,1966,"['egypt', 'gay relationship', 'ancient world']"
8251,13673,['holiday']
8252,174787,[]
8253,26347,"['middle east conflict', 'independent film']"
8254,2288,"['father son relationship', 'love at first sight', 'photograph', 'lie', 'tea', 'lover', 'kiss', 'liar']"
8255,15397,[]
8256,9550,"['swordplay', 'rebellion']"
8257,163,['sequel']
8258,36648,"['fbi', 'dracula', 'fistfight', 'superhero']"
8259,15788,"['hotel', 'slapstick']"
8260,33377,[]
8261,18973,[]
8262,41253,['devil']
8263,15787,[]
8264,35188,[]
8265,35189,[]
8266,52122,[]
8267,28333,['slapstick']
8268,24062,[]
8269,43670,[]
8270,58182,"['music', 'broadway']"
8271,33740,['hollywood']
8272,74719,['music']
8273,77448,['hollywood']
8274,43752,['ship']
8275,42668,"['power', 'epic', 'king']"
8276,25952,[]
8277,16248,"['forest', 'childhood']"
8278,15613,"['based on novel', 'ufo', 'alien', 'true']"
8279,151848,"['monk', 'desert']"
8280,30719,['prison']
8281,28421,"['scotland yard', 'monster', 'sequel', 'murder', 'scientist']"
8282,47657,['independent film']
8283,8424,"['belgium', 'crush']"
8284,32558,['artist']
8285,50085,"['swamp', 'class', 'debt']"
8286,50034,[]
8287,42401,"['love', 'teenage girl']"
8288,67962,['independent film']
8289,30996,"['sex', 'knife', 'murder', 'independent film', 'school', 'blood', 'slasher', 'maniac', 'splatter']"
8290,44375,['independent film']
8291,18889,"['iraq', 'woman director']"
8292,210864,[]
8293,70368,[]
8294,3016,['silent film']
8295,2972,[]
8296,71065,[]
8297,42510,[]
8298,58129,"['poison', 'fight', 'phantom', 'alcohol', 'death', 'silent film', 'flashback']"
8299,29267,"['china', 'fiancé', 'death', 'silent film', 'stranger', 'inn']"
8300,36841,[]
8301,57283,"['witch', 'satan', 'satan', 'witchcraft', 'silent film']"
8302,171432,[]
8303,18987,['silent film']
8304,41348,[]
8305,27511,['silent film']
8306,96713,[]
8307,992,"['pickpocket', 'slapstick', 'pool', 'silent film']"
8308,3060,"['world war i', 'silent film']"
8309,42359,[]
8310,1405,"['gold', 'murder', 'money', 'dentist', 'death']"
8311,964,"['opera', 'diva', 'phantom', 'silent film']"
8312,939,"['new york', 'san francisco', 'dancer', 'parent child relationship', 'jew']"
8313,697,"[""coup d'etat""]"
8314,104433,"['san francisco', 'spanish']"
8315,27503,"['circus', 'love', 'silent film']"
8316,905,"['london england', 'casino', 'loss of husband', 'silent film']"
8317,31411,"['date', 'love at first sight', 'chinatown', 'beautiful woman', 'monkey', 'policeman', 'silent film']"
8318,28189,"['based on novel', 'silent film']"
8319,3061,"['new york', 'silent film']"
8320,27517,['clown']
8321,42538,"['religion', 'silent film']"
8322,25768,"['river', 'girlfriend', 'jail', 'silent film']"
8323,120833,[]
8324,626,"['dream', 'surreal', 'surreal', 'priest', 'death', 'severed hand', 'piano', 'short']"
8325,27899,"['murder', 'gangster']"
8326,5729,"['sex', 'villa', 'beach', 'bishop', 'jesus christ', 'cow', 'outlaw', 'love', 'surreal']"
8327,42816,[]
8328,13911,[]
8329,51394,"['chauffeur', 'school']"
8330,48365,[]
8331,3574,"['new york', 'mad scientist']"
8332,91,"['spain', 'river', 'work', 'teacher', 'incest']"
8333,31592,"['terror', 'servant', 'humor', 'stalker', 'mute', 'storm']"
8334,43132,[]
8335,877,"['chicago', 'alcohol', 'brother sister relationship', 'gang war', 'power', 'beer', 'murder', 'mobster', 'gangster', 'film noir']"
8336,875,"['china', 'rebel', 'rape', 'shanghai', 'war']"
8337,28268,"['independent film', 'suburb', 'neighborhood']"
8338,779,[]
8339,56724,"['waitress', 'alcohol', 'hollywood']"
8340,39130,[]
8341,28046,"['professor', 'jewel', 'tomb']"
8342,31511,['music']
8343,3031,['exotic island']
8344,43130,"['court', 'gangster']"
8345,43595,['singer']
8346,43149,[]
8347,43148,"['bat', 'blood', 'death', 'police inspector']"
8348,50073,[]
8349,43904,[]
8350,43693,"['poet', 'church']"
8351,24106,"['chess', 'train', 'storm', 'black cat']"
8352,47921,[]
8353,49640,"['sheriff', 'mexican']"
8354,46910,"['ambush', 'middle east', 'sniper', 'world war i']"
8355,43689,"['widow', 'music']"
8356,22614,['aristocrat']
8357,51949,[]
8358,43889,"['scotland', 'india', 'heiress', 'best friend']"
8359,43896,[]
8360,28910,[]
8361,17907,[]
8362,27970,"['london england', 'moon', 'monster', 'zoo', 'flower', 'murder', 'mad scientist', 'werewolf']"
8363,52677,[]
8364,14615,"['small town', 'love', 'murder', 'jail', 'money', 'mobster', 'film noir']"
8365,31773,"['love', 'lawyer', 'editor']"
8366,24807,"['small town', 'money', 'lawyer', 'damsel in distress']"
8367,17030,"['arizona', 'diner', 'gangster', 'desert', 'film noir']"
8368,23389,['war']
8369,31548,['music']
8370,54569,"['secret', 'blackmail', 'lie', 'scandal', 'teacher', 'school']"
8371,38721,['wife']
8372,43874,[]
8373,16515,"['fish', 'fisherman', 'face slap']"
8374,27973,"['gunfight', 'knife']"
8375,20642,[]
8376,37650,['new york']
8377,43867,"['villain', 'kingdom', 'king']"
8378,43864,[]
8379,23101,"['based on novel', 'bank', 'anger', 'ghost']"
8380,60562,['music']
8381,46688,"['england', 'world war ii', 'bomber']"
8382,16274,"['holiday', 'brother sister relationship', 'sister', 'mansion', 'alcohol', 'best friend']"
8383,99318,"['soldier', 'showgirl']"
8384,55207,['murder']
8385,31868,"['concert', 'scholarship', 'violinist', 'love affair', 'piano']"
8386,37698,['gangster']
8387,3084,"['brother sister relationship', 'central and south america']"
8388,46069,[]
8389,43806,[]
8390,55604,"['partnership', 'oil']"
8391,26635,"['monk', 'ship', 'mobster']"
8392,43811,[]
8393,17801,['film noir']
8394,26201,[]
8395,29884,"['professor', 'nightclub', 'research', 'singer', 'gangster']"
8396,45978,[]
8397,38914,['angel']
8398,33523,['music']
8399,33112,"['music', 'playboy']"
8400,28789,['music']
8401,43799,[]
8402,18790,['world war ii']
8403,37036,"['singer', 'gangster', 'gambler']"
8404,43522,"['bank', 'train', 'riverboat']"
8405,36612,['small town']
8406,97648,[]
8407,23336,[]
8408,22387,['world war i']
8409,27655,"['scarecrow', 'reunion', 'murder', 'lawyer']"
8410,23051,"['attack', 'u boat']"
8411,43306,"['pilot', 'ghost']"
8412,18727,"['hell', 'devil']"
8413,33049,[]
8414,41355,[]
8415,47352,['gambler']
8416,43518,"['circus', 'music']"
8417,41391,"['denmark', 'witchcraft']"
8418,21622,['music']
8419,28436,"['parent child relationship', 'imaginary friend', 'mother daughter relationship', 'snow', 'childhood']"
8420,22638,[]
8421,51144,[]
8422,35006,['film noir']
8423,21451,['film noir']
8424,42879,[]
8425,43307,"['jewish', 'suitor']"
8426,50066,[]
8427,18229,['england']
8428,52440,['london england']
8429,17136,"['dream', 'professor', 'district attorney', 'classic noir', 'film noir']"
8430,43494,['maid']
8431,30348,['island']
8432,9797,"['war', 'treason', 'church']"
8433,45219,['farmer']
8434,18771,['pearl harbor']
8435,30177,"['tree', 'alcohol']"
8436,41020,"['murder', 'severed hand']"
8437,16090,['film noir']
8438,44041,['film noir']
8439,25502,"['melodrama', 'film noir']"
8440,14320,['orphan']
8441,26701,[]
8442,43469,[]
8443,20246,"['professor', 'connecticut', 'film noir']"
8444,82101,"['poison', 'ship', 'lover', 'love', 'new england']"
8445,19169,"['con man', 'con artist', 'classic noir', 'film noir']"
8446,43461,"['brit noir', 'film noir']"
8447,31980,['rio de janeiro']
8448,27448,['artist']
8449,29244,"['chess', 'marshal', 'outlaw', 'birth', 'desert']"
8450,83838,['heiress']
8451,43452,[]
8452,29380,['music']
8453,37347,"['captain', 'secret', 'slaughter', 'colonel', 'american civil war']"
8454,3766,"['new york', 'san francisco', 'shanghai', 'yacht', 'insurance fraud', 'court', 'classic noir', 'film noir']"
8455,946,"['author', 'duel', 'vienna austria']"
8456,70447,[]
8457,20482,"['docudrama', 'film noir']"
8458,35032,['music']
8459,44190,"['on the run', 'classic noir', 'film noir']"
8460,41609,[]
8461,33115,['orchestra']
8462,20638,['desert']
8463,29885,['music']
8464,25698,['music']
8465,45578,"['boat', 'radio', 'picnic', 'letter', 'wife']"
8466,4558,[]
8467,43439,"['secret', 'garden']"
8468,61828,[]
8469,25209,['music']
8470,15390,['incest']
8471,17409,"['marshal', 'saloon', 'western', 'shootout', 'gunfight', 'street shootout']"
8472,43388,['africa']
8473,800,"['slum', 'mexico', 'teacher', 'rebellious youth', 'alcohol', 'older woman younger man relationship']"
8474,32690,"['painter', 'inn']"
8475,43390,"['barn', 'music', 'farm', 'play', 'new england', 'actress']"
8476,41464,[]
8477,43961,[]
8478,43358,[]
8479,24003,[]
8480,28431,['kingdom']
8481,43364,[]
8482,30801,"['gold', 'sequel', 'street shootout']"
8483,3023,"['london england', 'horror spoof']"
8484,43348,"['arizona', 'gang', 'stagecoach']"
8485,43349,['samurai']
8486,99898,[]
8487,24381,[]
8488,11402,"['england', ""girls' boarding school""]"
